word,n_ratings,n,prop_known,rating,rating_sd
majesty,10,10,1,3.9,1.449137675
major,10,10,1,3.8,1.398411798
majority,10,10,1,3.6,1.837873167
make,13,13,1,3.384615385,2.18091959
maker,10,11,0.909090909,3.4,1.712697677
makeshift,12,12,1,4.083333333,1.880924982
makeup,10,10,1,4.4,2.319003617
making,10,10,1,2.7,2.110818693
maladjusted,10,10,1,2.7,2.057506582
malady,10,11,0.909090909,3,2.054804668
malaria,10,10,1,3,2.054804668
male,11,11,1,3.636363636,2.377928816
malfunction,12,12,1,4.083333333,2.108783938
malice,11,11,1,4.090909091,2.071450963
malicious,13,13,1,3.692307692,2.056883378
malign,10,11,0.909090909,3.6,2.118699811
malignant,10,10,1,3.7,2.162817093
mall,10,10,1,2.6,1.264911064
mallet,10,10,1,4,1.632993162
malnutrition,10,10,1,4.6,1.646545205
malpractice,11,11,1,3.727272727,1.737291518
malt,10,10,1,2.4,1.897366596
malty,13,15,0.866666667,4.615384615,1.850155919
mama,10,10,1,4.9,1.370320319
mambo,10,11,0.909090909,3.8,1.686548085
mamma,10,11,0.909090909,4.2,2.250925735
mammal,11,11,1,2.545454545,2.018099916
mammogram,10,10,1,3.8,1.87379591
mammoth,10,10,1,5,1.699673171
man,13,13,1,3.923076923,1.800996875
manacle,10,11,0.909090909,3.6,1.0749677
manage,11,11,1,3.636363636,1.80403588
manageable,10,10,1,2.8,1.619327707
management,11,11,1,2.818181818,1.470930441
manager,10,10,1,3.3,2.45175674
managerial,10,11,0.909090909,3.9,1.791957341
manatee,10,10,1,4.4,1.776388346
mandarin,10,10,1,3.2,2.1499354
mandate,12,12,1,4.25,1.95982374
mandolin,12,12,1,3,2.132007164
mane,10,10,1,3.2,2.1499354
manger,10,10,1,2.6,1.837873167
mangle,10,10,1,5.1,1.91195072
mango,17,17,1,2.764705882,2.077540967
manhandle,10,11,0.909090909,5.3,1.82878223
manhole,10,10,1,4.8,2.097617696
manhood,10,10,1,4.7,2.110818693
mania,10,10,1,4,1.414213562
maniac,12,12,1,4.666666667,2.015094554
manic,10,11,0.909090909,3.9,1.791957341
manicotti,17,18,0.944444444,2.647058824,1.578811914
manicure,9,9,1,3.111111111,1.054092553
manifest,10,10,1,3.8,1.475729575
manifestation,10,10,1,3.8,2.043961296
manifesto,10,11,0.909090909,4.1,2.078995484
manipulate,11,11,1,3.818181818,1.887759615
manipulation,10,10,1,2.1,1.449137675
manipulative,10,10,1,2.4,1.505545305
mankind,10,10,1,3.9,1.663329993
manly,11,11,1,5.363636364,2.15743956
manner,10,10,1,3,1.247219129
mannered,10,10,1,3.5,2.068278941
manor,10,10,1,2.1,1.286683938
manpower,10,10,1,5.4,2.011080417
mansion,10,10,1,3.3,1.888562063
manslaughter,15,15,1,4.466666667,1.959105724
mantel,10,10,1,2.1,1.100504935
mantis,10,10,1,3.5,2.273030283
mantle,10,10,1,2.4,1.505545305
manual,10,10,1,2.5,1.269295518
manufacture,10,10,1,3.2,1.932183566
manure,11,11,1,4.181818182,1.662418829
manuscript,11,11,1,3.818181818,1.60113596
many,10,10,1,3.3,2.263232693
map,10,10,1,3.2,2.485513584
maple,10,10,1,2.8,1.316561177
mar,10,12,0.833333333,3.5,1.957890021
marathon,11,11,1,2.818181818,2.088931871
marble,10,10,1,4.1,2.131770261
march,10,10,1,4.9,1.370320319
mare,12,12,1,1.75,0.965307299
margarine,10,10,1,3,1.763834207
Margarita,10,10,1,2.6,2.118699811
margin,10,10,1,3.7,2.540778533
marginal,10,10,1,3.4,1.646545205
marigold,10,10,1,3,1.699673171
marijuana,10,10,1,3.5,2.592724864
marinara,10,10,1,2.5,1.178511302
marine,9,9,1,4.888888889,1.96497102
marionette,10,10,1,2.7,2.263232693
marital,11,11,1,3.545454545,1.634847783
mark,10,10,1,5.1,1.791957341
marked,10,10,1,3.3,1.946506843
marker,10,10,1,4.6,1.897366596
market,10,10,1,3.1,1.523883927
marketable,11,11,1,2.818181818,1.721521526
marketing,10,10,1,3.4,1.897366596
marketplace,12,12,1,3.166666667,2.037526724
marking,10,10,1,4.1,1.523883927
markup,10,10,1,4.5,1.58113883
marlin,12,12,1,2.333333333,1.825741858
marmalade,10,11,0.909090909,2.6,1.505545305
maroon,11,11,1,2.454545455,1.507556723
marquee,11,11,1,2.636363636,2.377928816
marriage,10,10,1,2.5,1.354006401
married,11,11,1,3.090909091,1.640399065
marrow,10,10,1,3,1.154700538
marry,10,10,1,3.7,2.057506582
marsh,13,13,1,5,1.58113883
marshal,10,11,0.909090909,3.5,1.715938357
marshmallow,10,10,1,3.6,2.412928143
mart,10,11,0.909090909,2,1.054092553
martial,11,11,1,3.181818182,2.315952582
martini,10,10,1,3.3,2.263232693
martyr,10,10,1,4.4,2.170509413
marvel,10,10,1,4.3,1.418136492
marvelous,12,12,1,3.25,2.050498831
Marxism,10,11,0.909090909,2.3,1.418136492
mascara,10,10,1,2.1,1.595131482
mascot,11,11,1,3.363636364,1.566698904
masculine,10,10,1,3.2,2.1499354
mash,13,13,1,6.307692308,0.751067616
mashed,10,10,1,5.3,2.311805451
mask,10,10,1,5.3,1.766981104
masked,10,10,1,3.4,2.270584849
masochist,10,11,0.909090909,2.3,1.567021236
mason,11,11,1,2.727272727,1.348399725
masquerade,10,10,1,3.3,2.110818693
mass,10,10,1,3.9,1.969207398
massacre,11,11,1,3.727272727,1.954016842
massage,10,10,1,3.8,1.398411798
masseuse,14,14,1,3.428571429,1.988980632
massive,10,11,0.909090909,5.2,1.87379591
mast,10,12,0.833333333,3.5,1.957890021
master,10,10,1,3.9,1.791957341
masterful,10,10,1,3.9,1.969207398
masterly,12,12,1,3.166666667,2.443296333
mastermind,10,10,1,3.7,2.263232693
masterpiece,12,12,1,4,1.954016842
mastery,11,11,1,3.818181818,2.358736179
masturbate,10,10,1,3.5,1.779513042
masturbation,10,10,1,3.7,2.213594362
mat,10,10,1,4,2.309401077
match,13,13,1,3.923076923,1.552500052
matchbox,10,10,1,4.3,1.946506843
matchless,10,10,1,3.5,1.840893503
mate,10,10,1,4.3,2.002775851
material,10,10,1,4.6,1.712697677
materialism,11,11,1,1.909090909,1.513574937
materialist,10,10,1,3.4,2.319003617
materialistic,11,12,0.916666667,3.545454545,2.161649202
materialize,11,11,1,3,1.732050808
maternal,13,13,1,3.615384615,1.502135232
maternity,18,18,1,3.277777778,2.444815777
math,10,10,1,3.2,2.485513584
mathematics,10,10,1,4,1.943650632
matrimony,10,11,0.909090909,2.3,1.567021236
matrix,10,10,1,3.9,2.024845673
matron,10,12,0.833333333,2.7,1.33749351
matted,16,16,1,4.625,1.586400538
matter,10,10,1,2.9,2.078995484
mattress,11,11,1,3.818181818,2.227921983
mature,10,10,1,3.2,1.316561177
maturity,13,13,1,3.230769231,1.535895296
maverick,10,12,0.833333333,3.7,2.057506582
maxi,11,12,0.916666667,4,2.097617696
maxim,11,12,0.916666667,3.818181818,2.442055766
maximize,11,11,1,4.090909091,2.071450963
maximum,10,10,1,4.9,2.078995484
may,10,10,1,2.4,1.349897115
maybe,10,10,1,3.4,2.118699811
mayhem,10,10,1,4.8,1.932183566
mayo,10,11,0.909090909,2.8,1.398411798
mayonnaise,10,10,1,2.4,1.173787791
mayor,10,10,1,4.1,2.469817807
maze,11,11,1,4.272727273,2.101947149
me,10,10,1,4.9,2.378141198
meadow,14,14,1,3.714285714,1.815682598
meager,10,11,0.909090909,3.7,1.82878223
meal,11,11,1,3.818181818,2.315952582
mean,10,10,1,2.9,1.91195072
meander,12,12,1,4.666666667,1.66969422
meanie,10,10,1,5.6,1.173787791
meaning,10,10,1,3.3,2.406010991
meaningful,12,12,1,4.833333333,2.124888589
meaningless,12,12,1,3.5,1.930614598
meanness,11,11,1,3.818181818,2.040499048
meant,10,10,1,2,1.154700538
meantime,11,11,1,2.181818182,1.07871978
measles,11,11,1,3.181818182,1.662418829
measurable,11,11,1,2.909090909,1.758098146
measure,12,12,1,3.416666667,1.928651594
measured,10,10,1,3.8,2.043961296
measureless,11,11,1,2.363636364,1.689540013
measurement,11,11,1,2.363636364,1.858640755
meat,10,10,1,3.1,2.514402955
meatball,10,10,1,4.3,2.110818693
meaty,11,11,1,3.727272727,2.053821272
mechanic,11,11,1,3.727272727,1.555050423
mechanism,10,10,1,4.2,1.475729575
medal,14,14,1,3.785714286,1.717716348
medallion,11,11,1,4.909090909,1.868397466
meddlesome,14,14,1,4.214285714,1.672334684
media,10,10,1,2.8,1.988857852
median,11,11,1,4.818181818,1.721521526
mediate,11,11,1,3.181818182,0.873862898
medic,11,11,1,3.636363636,1.963299634
medical,10,10,1,4.1,2.726414006
medicate,11,11,1,4.272727273,1.954016842
medication,12,12,1,2.75,2.220769727
medicinal,10,10,1,4.3,1.636391694
medicine,11,11,1,3.909090909,2.165850662
medieval,10,10,1,3.9,2.282785822
mediocre,10,10,1,3.8,2.043961296
mediocrity,10,10,1,1.9,0.994428926
meditate,10,10,1,3.4,1.429840706
meditation,11,11,1,3.727272727,1.954016842
meditative,11,11,1,3.272727273,1.793929156
medium,10,10,1,3.9,2.131770261
medley,10,10,1,3.7,1.567021236
meek,15,15,1,5.066666667,1.387014608
meerkat,10,10,1,3.2,2.394437999
meet,10,10,1,2.8,1.988857852
meeting,16,16,1,4.125,1.892969449
megaphone,10,10,1,5,2.211083194
melancholy,12,12,1,3.166666667,1.466804401
mellow,11,11,1,5.090909091,1.758098146
melodious,10,11,0.909090909,4.8,2.097617696
melody,10,10,1,4.6,2.065591118
melon,10,10,1,2.9,2.282785822
melt,12,12,1,4.75,1.602554779
member,10,10,1,3.4,2.011080417
membership,10,10,1,3,2.054804668
membrane,10,10,1,3.2,2.043961296
memento,10,10,1,3.2,1.619327707
memo,11,11,1,3,2
memorabilia,10,11,0.909090909,3.8,1.475729575
memorable,10,10,1,4.1,0.994428926
memorize,10,10,1,3.1,1.728840331
memory,10,10,1,2.6,1.429840706
men,10,10,1,4.3,2.162817093
menace,11,11,1,4.181818182,1.990888335
mend,11,11,1,4.272727273,1.61807967
mending,12,12,1,3.75,1.95982374
menial,10,11,0.909090909,2.2,1.229272594
meningitis,14,14,1,3,2.038098661
menopause,10,10,1,3.2,2.394437999
menstrual,10,10,1,3.9,2.330951165
mental,10,10,1,3,2.449489743
mentality,10,10,1,4,1.943650632
menthol,10,10,1,2.7,1.766981104
mention,10,10,1,2.5,1.354006401
mentor,10,11,0.909090909,3.1,2.424412873
menu,12,12,1,1.583333333,0.99620492
meow,10,10,1,5.8,1.549193338
merchandise,11,11,1,3.454545455,1.967924611
merchant,10,10,1,4,1.885618083
merciful,10,10,1,5.1,1.100504935
merciless,10,10,1,3.4,1.505545305
mercy,11,11,1,3.090909091,1.758098146
merely,11,11,1,3,2
merengue,11,13,0.846153846,3.090909091,2.119176512
merge,10,10,1,3.7,1.82878223
merger,10,10,1,3.6,2.065591118
merit,12,12,1,2.333333333,1.775250729
mermaid,10,10,1,3.9,2.131770261
merry,11,11,1,3.454545455,1.809068067
mesh,10,10,1,4.3,1.888562063
mesmerize,10,10,1,4.9,1.728840331
mess,10,10,1,3.8,1.686548085
message,10,10,1,3,1.414213562
messenger,12,12,1,3.666666667,1.874873733
Messiah,10,11,0.909090909,4.3,1.82878223
messy,10,11,0.909090909,4.7,1.888562063
met,10,10,1,3.5,1.779513042
metal,14,14,1,3.857142857,2.070196678
metallic,10,10,1,3.8,1.475729575
metamorphose,10,10,1,3.2,1.87379591
metaphor,10,10,1,3.1,1.852925615
metaphysic,11,11,1,4.545454545,2.018099916
metaphysical,12,14,0.857142857,3.416666667,1.928651594
meteor,13,13,1,4.230769231,1.87766904
meteorite,10,10,1,3.8,1.988857852
meteorology,10,10,1,4.1,2.558211181
meter,10,10,1,4.7,0.948683298
meth,10,10,1,2.9,2.378141198
methadone,13,16,0.8125,2.076923077,1.497861724
methamphetamine,11,11,1,3.090909091,2.34326889
methane,10,10,1,3.5,1.715938357
method,10,10,1,2.6,1.429840706
methodical,10,10,1,3.5,2.013840996
methodology,14,14,1,2.571428571,1.603567451
meticulous,10,10,1,3.6,1.95505044
metric,10,10,1,3.2,1.475729575
metro,10,10,1,2.7,1.766981104
metropolis,10,11,0.909090909,2.9,1.595131482
metropolitan,10,10,1,2.1,1.197219
mew,11,12,0.916666667,6.272727273,1.489356176
mice,10,10,1,3.5,1.649915823
microphone,10,10,1,3,2.309401077
microscope,10,10,1,4.1,2.233582076
microsecond,10,10,1,3.8,1.813529401
microwave,11,11,1,3,1.897366596
midday,10,10,1,3.5,2.635231383
middle,11,11,1,5.090909091,1.640399065
middleman,10,10,1,4.7,2.002775851
midget,10,10,1,3.2,1.686548085
midnight,10,10,1,3.9,2.131770261
midpoint,10,10,1,3.8,1.475729575
midst,10,10,1,3.7,1.702938637
midsummer,11,11,1,3.636363636,1.566698904
midweek,10,10,1,4.2,2.485513584
midwife,10,10,1,2.9,2.078995484
miff,10,11,0.909090909,4.3,2.162817093
might,11,11,1,3.636363636,2.203303305
mighty,11,11,1,4.727272727,1.954016842
migraine,11,11,1,4.272727273,1.848832555
migrate,10,10,1,2.6,1.577621275
mike,11,12,0.916666667,2.181818182,1.662418829
mild,11,11,1,4.454545455,1.863525496
mildew,10,10,1,4.5,1.900292375
mile,10,10,1,3,1.885618083
mileage,11,11,1,3.909090909,1.921173884
Miles,11,11,1,3.181818182,1.328019715
milestone,11,11,1,5.363636364,1.501514387
militant,11,11,1,4,2.049390153
military,12,12,1,3.416666667,1.729862492
milk,11,11,1,5.090909091,1.375103302
milkmaid,11,11,1,4.272727273,2.533413077
milky,11,11,1,4.909090909,1.868397466
mill,10,10,1,3.6,1.95505044
millimeter,11,11,1,4.090909091,2.256304299
million,10,10,1,3.5,2.121320344
millionaire,10,10,1,4.3,2.162817093
millionth,10,10,1,3.9,2.131770261
millipede,10,10,1,3.1,1.663329993
mime,11,11,1,4.454545455,1.809068067
mimic,11,11,1,3.545454545,1.694912173
mimosa,10,11,0.909090909,3.4,2.011080417
mince,10,11,0.909090909,4,2.054804668
mind,10,10,1,3.8,2.043961296
minded,10,10,1,4.2,1.619327707
mindful,12,12,1,3.75,2.179449472
mindless,11,11,1,3.090909091,2.022599587
mine,10,10,1,3.8,2.299758441
miner,10,10,1,3.7,0.948683298
mineral,11,11,1,2.727272727,1.848832555
mingle,10,10,1,4.9,1.286683938
mini,13,13,1,5.923076923,1.656378503
miniature,10,10,1,4.3,1.636391694
minimal,10,10,1,2.9,1.197219
minimize,9,9,1,4.555555556,2.65099562
minimum,12,12,1,3.833333333,1.850470866
mining,10,10,1,3.1,1.728840331
minion,10,10,1,4.6,2.270584849
minister,11,11,1,2.909090909,1.921173884
ministry,10,10,1,2.7,2.057506582
mink,10,10,1,3.3,1.702938637
minnow,10,11,0.909090909,3.6,1.776388346
minor,11,11,1,4.090909091,1.972538743
minority,11,11,1,2.272727273,1.555050423
mint,11,11,1,3.272727273,2.240129866
minty,11,11,1,5.363636364,1.501514387
minus,12,12,1,3.916666667,1.56427929
minuscule,10,10,1,4.2,2.250925735
minute,10,10,1,4.1,2.514402955
minutely,11,11,1,3.545454545,1.634847783
minx,10,11,0.909090909,3.4,1.712697677
miracle,10,10,1,4,1.763834207
miraculous,10,10,1,4.2,2.043961296
mirage,13,14,0.928571429,4.538461538,2.183856856
mirror,10,10,1,4.1,1.969207398
misadventure,10,10,1,4,2.054804668
misadvise,10,10,1,3.8,1.932183566
misapprehension,10,10,1,3.4,1.95505044
misappropriate,10,10,1,2.6,1.646545205
misbehave,10,10,1,3.2,1.619327707
misbehavior,10,10,1,3.5,1.649915823
misbelieve,10,10,1,3.4,1.95505044
miscalculate,11,11,1,3.727272727,2.004540301
miscarriage,11,11,1,2.545454545,2.114882331
miscellaneous,13,13,1,3.615384615,2.022311447
mischief,10,10,1,4.4,1.429840706
mischievous,11,11,1,4.545454545,1.752919642
misconceive,11,11,1,3.636363636,2.460598597
misconception,10,10,1,2.4,1.349897115
misconduct,10,10,1,3.6,1.837873167
misconstrue,11,12,0.916666667,2.909090909,1.758098146
misdemeanor,10,10,1,3.6,2.412928143
misdirect,10,10,1,3.1,1.523883927
misdirection,12,12,1,3.5,2.153221688
misemploy,10,10,1,2.2,1.475729575
miser,10,11,0.909090909,4.6,1.776388346
miserable,11,11,1,3.909090909,1.445997611
misery,10,11,0.909090909,3.6,1.712697677
misfire,11,11,1,3.818181818,1.834021909
misfit,12,12,1,4.666666667,1.302677895
misfortune,10,10,1,3.2,1.619327707
misgovern,11,11,1,2.818181818,1.721521526
misguide,10,10,1,4.5,1.957890021
misguided,11,11,1,4.363636364,2.110579412
mishap,10,11,0.909090909,3.8,1.229272594
mishmash,13,13,1,5.384615385,1.757766648
misimpression,10,11,0.909090909,2.4,1.577621275
misinform,10,10,1,3.7,2.057506582
misinterpret,10,10,1,3.7,1.702938637
misjudge,11,11,1,3.454545455,2.018099916
mislead,10,10,1,3.6,1.837873167
misleading,10,10,1,4.4,2.118699811
mismanage,13,13,1,3.692307692,1.84321347
mismatch,10,10,1,5.8,1.813529401
misperceive,10,10,1,3.5,1.433720878
misplace,12,12,1,4.166666667,2.081665999
misread,11,11,1,3.272727273,1.902151891
misrepresent,10,10,1,2.6,1.349897115
miss,10,10,1,4.7,1.418136492
missile,12,12,1,3.083333333,2.108783938
missing,11,12,0.916666667,3.454545455,2.114882331
mission,10,10,1,2.3,1.251665557
missionary,10,10,1,2.7,1.251665557
missy,10,10,1,4.3,1.494434118
mist,10,10,1,5.4,1.577621275
mistakable,10,10,1,3.3,1.888562063
mistake,10,10,1,2.1,1.449137675
mistaken,10,10,1,2.5,2.223610677
mister,10,10,1,3,1.414213562
mistletoe,10,10,1,2.9,2.024845673
mistook,10,10,1,3,1.885618083
mistress,11,11,1,3.090909091,1.578261414
mistrust,10,10,1,4.1,1.523883927
mistrustful,11,12,0.916666667,2.818181818,1.990888335
misty,11,12,0.916666667,5.090909091,1.044465936
misunderstand,12,12,1,3.5,2.195035721
misunderstanding,12,12,1,2.75,1.422226168
misunderstood,10,10,1,3.6,1.577621275
misusage,10,10,1,2.8,1.398411798
misuse,10,10,1,4,2.054804668
mite,10,10,1,2.7,0.948683298
mitt,10,10,1,2.9,1.663329993
mitten,10,10,1,3.2,1.751190072
mix,10,10,1,5.1,1.100504935
mixed,10,10,1,3.8,1.87379591
mixer,10,10,1,4.5,1.957890021
mixture,10,10,1,4,2.211083194
moan,10,10,1,6,0.942809042
moat,13,14,0.928571429,3.923076923,1.656378503
mob,10,10,1,5,1.56347192
mobile,10,10,1,3.8,2.043961296
mobility,13,13,1,3.384615385,1.757766648
mobster,11,12,0.916666667,4.636363636,1.361816968
moccasin,10,11,0.909090909,2.4,1.173787791
mocha,11,11,1,3.545454545,1.634847783
mock,11,11,1,3.636363636,1.433368569
mockery,11,13,0.846153846,4.545454545,2.018099916
mod,10,10,1,2.4,1.173787791
mode,10,10,1,2.8,1.988857852
model,10,10,1,3.2,1.988857852
modeling,12,12,1,3.916666667,2.1514618
modem,12,13,0.923076923,2.5,1.732050808
moderate,10,10,1,3.6,1.577621275
modern,10,10,1,3,1.763834207
modernism,10,10,1,3.5,2.173067468
modernist,14,14,1,2.142857143,1.511857892
modest,11,11,1,2.727272727,1.489356176
modesty,10,10,1,4.6,1.0749677
modification,12,12,1,3.333333333,1.556997888
modifier,10,10,1,3.6,1.837873167
modify,10,10,1,3,2.108185107
modular,10,10,1,3.4,1.776388346
modularity,12,12,1,1.583333333,0.668557923
module,11,11,1,3.363636364,2.248231628
moist,11,11,1,4.363636364,2.062654953
moisten,11,11,1,5.363636364,1.747725795
moisture,12,12,1,4.916666667,2.314316445
moisturizer,12,12,1,5,1.414213562
molar,10,10,1,2.2,1.619327707
molasses,10,10,1,3.8,1.686548085
mold,10,10,1,3.5,2.223610677
molder,11,12,0.916666667,4.636363636,1.433368569
moldy,10,10,1,3.8,1.932183566
mole,11,11,1,3.272727273,2.240129866
molecular,10,10,1,4,2.309401077
molecule,11,11,1,3.181818182,1.721521526
molest,10,10,1,2.5,1.509230856
mollusk,10,11,0.909090909,3.7,2.359378449
molt,16,18,0.888888889,3.75,1.61245155
mom,11,11,1,4.909090909,2.256304299
moment,10,10,1,2.9,1.663329993
momentary,14,14,1,4.142857143,2.213842565
momentous,10,10,1,4.2,2.201009869
momentum,9,9,1,3.111111111,1.691481928
momma,11,11,1,5.090909091,2.022599587
mommy,10,11,0.909090909,5.1,2.024845673
monarch,12,12,1,3.833333333,1.94624736
monarchical,10,10,1,3.3,2.110818693
monarchy,10,10,1,3.4,2.270584849
monastery,11,12,0.916666667,2.818181818,1.167748416
Monday,10,10,1,3.5,2.718251072
monetary,10,10,1,3.8,1.87379591
money,10,10,1,2.7,1.494434118
mongoose,12,13,0.923076923,3.333333333,1.66969422
mongrel,13,14,0.928571429,3.769230769,1.786703023
monitor,10,10,1,3.3,2.263232693
monk,10,10,1,3.7,1.946506843
monkey,11,11,1,4.090909091,2.071450963
mono,10,10,1,4.7,1.636391694
monogamous,10,10,1,3,1.56347192
monogamy,10,10,1,2.4,1.173787791
monogram,10,10,1,3.2,2.250925735
monologue,10,10,1,4.4,1.95505044
monorail,12,12,1,4.333333333,1.825741858
monotone,11,11,1,4.818181818,1.53741223
monotonous,10,10,1,3.3,2.162817093
monotony,11,13,0.846153846,4.363636364,2.460598597
monoxide,11,11,1,3.090909091,1.700267359
monsoon,13,13,1,3.769230769,1.640825308
monster,10,10,1,2.7,2.002775851
monstrous,10,10,1,4.2,1.932183566
montage,11,11,1,3,1.549193338
month,11,11,1,2.545454545,1.572490786
monthly,10,10,1,2.9,1.791957341
monument,10,10,1,3.1,1.91195072
monumental,11,11,1,4.181818182,2.040499048
moo,10,10,1,6.2,1.135292424
mooch,10,12,0.833333333,5.6,1.646545205
mood,10,10,1,2.8,2.440400696
moody,10,10,1,5.3,1.636391694
moon,10,10,1,3.3,1.82878223
moonlight,10,10,1,5.6,1.646545205
moonshine,10,10,1,3.6,1.897366596
moose,11,11,1,3.272727273,2.327698825
moot,13,14,0.928571429,3.615384615,2.103111248
mop,9,9,1,4.666666667,1.732050808
mope,12,12,1,3.916666667,2.64431924
moped,10,10,1,3.7,1.766981104
moral,10,10,1,3,1.414213562
morale,10,10,1,3.2,1.87379591
moralist,12,12,1,2.833333333,1.800673275
morality,10,10,1,3,1.632993162
moralize,10,10,1,3,1.763834207
morally,12,12,1,2.583333333,1.880924982
morbid,10,10,1,2.9,1.595131482
more,10,10,1,2.9,2.558211181
morgue,10,11,0.909090909,3.5,2.068278941
morn,10,11,0.909090909,3.1,1.91195072
morning,10,10,1,4,1.825741858
moron,12,12,1,4.666666667,1.370688834
morphine,11,11,1,3,2.323790008
morsel,12,12,1,3.25,1.95982374
mortal,10,10,1,2.8,1.316561177
mortality,10,10,1,3.7,2.213594362
mortar,10,11,0.909090909,2.9,1.663329993
mortgage,10,10,1,2.5,1.649915823
mortician,10,12,0.833333333,3.1,2.183269719
mortify,11,11,1,3.909090909,2.071450963
mortuary,10,10,1,4,1.699673171
mosaic,10,10,1,3.6,1.712697677
mosey,14,16,0.875,4.785714286,1.717716348
mosque,11,12,0.916666667,3.363636364,1.629277587
mosquito,10,10,1,2.8,1.813529401
moss,10,10,1,3.6,1.577621275
most,16,16,1,3.5,2.422120283
motel,12,12,1,3.416666667,1.975225342
moth,11,11,1,3.909090909,1.044465936
mothball,10,10,1,3.7,2.311805451
mother,11,11,1,4.181818182,2.136266922
motherhood,10,10,1,3.2,1.988857852
motherland,11,11,1,4.727272727,1.954016842
motherless,10,10,1,3.2,2.485513584
motherly,10,10,1,5.9,1.100504935
motif,10,11,0.909090909,4,2.160246899
motion,10,10,1,4.1,2.282785822
motionless,12,12,1,4.75,1.815338686
motivate,10,10,1,4.4,2.118699811
motivation,10,10,1,3.1,1.663329993
motive,10,10,1,2.7,1.82878223
motley,11,12,0.916666667,2.909090909,1.640399065
motor,11,11,1,4.818181818,1.470930441
motorbike,10,10,1,4.7,1.33749351
motorboat,10,10,1,5,2.211083194
motorcycle,10,10,1,4,2.357022604
motoring,10,10,1,3.2,1.316561177
motorist,11,12,0.916666667,4.363636364,1.433368569
mottled,12,14,0.857142857,3.25,1.544785952
motto,10,10,1,3.3,1.636391694
mound,10,10,1,4,1.825741858
mount,12,12,1,5.5,1.977142106
mountain,10,10,1,3.5,2.013840996
mountainside,10,10,1,4.3,2.263232693
mounted,10,10,1,3.9,2.078995484
mounting,11,11,1,4.272727273,2.053821272
mourn,14,14,1,3.928571429,1.685425567
mournful,10,10,1,4.5,1.779513042
mourning,10,10,1,5.2,1.316561177
mouse,12,12,1,4.583333333,1.621353718
mousse,10,10,1,3.8,2.394437999
moustache,10,10,1,3.7,2.406010991
mousy,10,11,0.909090909,4.7,2.057506582
mouth,10,10,1,3.4,2.412928143
mouthful,10,10,1,4.3,1.636391694
mouthing,10,10,1,4.7,1.888562063
mouthpiece,11,11,1,3.181818182,2.358736179
mouthwash,10,10,1,3.6,2.118699811
move,12,12,1,4.333333333,1.775250729
moveable,13,13,1,4.692307692,1.652503928
movement,10,10,1,3.6,2.065591118
mover,10,10,1,3.6,1.577621275
movie,10,10,1,3,2.054804668
moving,13,13,1,3.923076923,2.177978362
mow,10,10,1,3.5,2.321398046
mower,10,10,1,3.3,1.636391694
mozzarella,10,10,1,2.7,1.33749351
much,10,10,1,2.8,1.751190072
muck,13,14,0.928571429,5.384615385,1.894661867
mucous,11,11,1,4.090909091,2.071450963
mucus,13,13,1,3.769230769,2.127355407
mud,10,10,1,4.8,1.751190072
muddle,11,11,1,5.454545455,1.213559752
muddy,10,10,1,4.5,1.779513042
muff,13,16,0.8125,4.846153846,2.154303981
muffin,11,11,1,3.545454545,2.50454133
muffle,10,10,1,4.3,2.162817093
muffler,13,13,1,5.384615385,1.260850344
mug,10,10,1,3.2,1.475729575
mugger,11,11,1,4.272727273,2.327698825
muggy,10,10,1,6.1,0.994428926
mulch,10,10,1,4.2,1.316561177
mule,10,11,0.909090909,3.5,0.971825316
mullet,10,10,1,3.2,2.1499354
multimedia,12,12,1,5,2.256304299
multiple,10,10,1,3.8,1.87379591
multiplex,15,16,0.9375,4.266666667,2.186538905
multiply,10,10,1,3.6,1.712697677
multivitamin,10,10,1,4.2,2.043961296
mum,14,15,0.933333333,5.428571429,1.696797242
mumble,11,11,1,5.090909091,1.578261414
mummy,10,10,1,5.1,2.469817807
mump,16,18,0.888888889,5,1.591644852
mumps,10,10,1,5.1,1.595131482
munch,10,10,1,6.6,0.516397779
munchkin,10,10,1,5.3,1.766981104
mundane,10,10,1,2.5,1.08012345
municipal,11,11,1,2.909090909,1.921173884
muppet,11,11,1,5.545454545,0.934198733
mural,10,10,1,3.6,1.837873167
murder,10,10,1,3.4,2.270584849
murderer,10,10,1,3.5,1.715938357
murderess,10,10,1,2.7,1.494434118
murderous,10,10,1,4.5,1.715938357
murk,10,12,0.833333333,5.7,1.702938637
murky,11,11,1,4.818181818,1.53741223
murmur,12,12,1,5.5,2.022599587
muscle,10,10,1,3.7,2.057506582
muscular,12,12,1,4,2.174229226
muse,12,12,1,4.583333333,1.676486224
museum,11,11,1,3.454545455,2.423371056
mush,10,10,1,5.9,1.852925615
mushroom,12,12,1,4.166666667,1.94624736
mushy,11,11,1,5.727272727,1.272077756
music,10,10,1,3.9,2.131770261
musical,10,10,1,4.8,1.619327707
musician,10,10,1,4,2.309401077
musk,10,10,1,5,1.885618083
musket,11,11,1,3.272727273,1.555050423
musky,12,12,1,4.416666667,1.621353718
muss,13,14,0.928571429,4.538461538,1.941450687
mussel,11,12,0.916666667,3.545454545,1.809068067
must,10,10,1,2.9,2.024845673
mustache,10,10,1,3.9,1.663329993
mustang,10,10,1,3.6,2.118699811
mustard,11,11,1,3.909090909,2.256304299
